,source,target,type
7711,A529,B815,Both
7712,A640,B326,Both
7713,A331,B748,Both
7714,A491,B136,Both
7715,A639,B582,Both
7716,A533,B948,Both
7717,A313,B754,Both
7718,A63,B493,Both
7719,A565,B545,Both
7720,A170,B10,Both
7721,A666,B656,Both
7722,A274,B344,Both
7723,A907,B971,Both
7724,A892,B929,Both
7725,A522,B107,Both
7726,A963,B334,Both
7727,A568,B956,Both
7728,A616,B572,Both
7729,A696,B817,Both
7730,A466,B66,Both
7731,A787,B957,Both
7732,A337,B469,Both
7733,A788,B508,Both
7734,A522,B860,Both
7735,A518,B371,Both
7736,A161,B256,Both
7737,A298,B144,Both
7738,A769,B529,Both
7739,A297,B869,Both
7740,A693,B397,Both
7741,A96,B243,Both
7742,A197,B822,Both
7743,A724,B599,Both
7744,A609,B668,Both
7745,A224,B203,Both
7746,A142,B259,Both
7747,A514,B377,Both
7748,A869,B650,Both
7749,A519,B120,Both
7750,A97,B308,Both
7751,A885,B43,Both
7752,A178,B485,Both
7753,A76,B833,Both
7754,A485,B78,Both
7755,A751,B217,Both
7756,A677,B543,Both
7757,A910,B11,Both
7758,A203,B638,Both
7759,A823,B41,Both
7760,A365,B458,Both
7761,A202,B89,Both
7762,A750,B210,Both
7763,A299,B986,Both
7764,A192,B849,Both
7765,A580,B116,Both
7766,A175,B482,Both
7767,A447,B423,Both
7768,A319,B784,Both
7769,A600,B41,Both
7770,A107,B405,Both
7771,A223,B5,Both
7772,A955,B511,Both
7773,A235,B926,Both
7774,A752,B440,Both
7775,A18,B501,Both
7776,A367,B801,Both
7777,A449,B800,Both
7778,A113,B758,Both
7779,A220,B746,Both
7780,A190,B194,Both
7781,A330,B906,Both
7782,A543,B959,Both
7783,A234,B866,Both
7784,A775,B555,Both
7785,A779,B93,Both
7786,A160,B29,Both
7787,A501,B352,Both
7788,A797,B755,Both
7789,A172,B793,Both
7790,A614,B41,Both
7791,A389,B427,Both
7792,A868,B732,Both
7793,A523,B47,Both
7794,A317,B510,Both
7795,A612,B940,Both
7796,A709,B701,Both
7797,A175,B355,Both
7798,A622,B911,Both
7799,A128,B513,Both
7800,A258,B573,Both
7801,A139,B794,Both
7802,A343,B261,Both
7803,A9,B447,Both
7804,A364,B934,Both
7805,A555,B298,Both
7806,A485,B705,Both
7807,A607,B641,Both
7808,A441,B722,Both
7809,A481,B837,Both
7810,A280,B800,Both
7811,A298,B795,Both
7812,A547,B140,Both
7813,A103,B635,Both
7814,A830,B25,Both
7815,A289,B372,Both
7816,A979,B595,Both
7817,A285,B715,Both
7818,A339,B626,Both
7819,A660,B334,Both
7820,A558,B332,Both
7821,A993,B672,Both
7822,A330,B192,Both
7823,A447,B800,Both
7824,A302,B976,Both
7825,A234,B595,Both
7826,A78,B389,Both
7827,A394,B930,Both
7828,A570,B352,Both
7829,A708,B531,Both
7830,A778,B793,Both
7831,A947,B558,Both
7832,A872,B58,Both
7833,A569,B245,Both
7834,A158,B182,Both
7835,A561,B642,Both
7836,A817,B752,Both
7837,A232,B131,Both
7838,A120,B544,Both
7839,A847,B181,Both
7840,A506,B700,Both
7841,A209,B373,Both
7842,A415,B463,Both
7843,A944,B705,Both
7844,A312,B996,Both
7845,A262,B227,Both
7846,A231,B453,Both
7847,A643,B929,Both
7848,A272,B974,Both
7849,A559,B479,Both
7850,A374,B489,Both
7851,A369,B729,Both
7852,A27,B806,Both
7853,A53,B388,Both
7854,A624,B350,Both
7855,A696,B371,Both
7856,A319,B147,Both
7857,A652,B35,Both
7858,A741,B127,Both
7859,A364,B242,Both
7860,A250,B893,Both
7861,A110,B693,Both
7862,A518,B902,Both
7863,A956,B276,Both
7864,A387,B782,Both
7865,A139,B139,Both
7866,A875,B996,Both
7867,A363,B788,Both
7868,A672,B81,Both
7869,A482,B922,Both
7870,A317,B955,Both
7871,A502,B289,Both
7872,A622,B219,Both
7873,A795,B19,Both
7874,A335,B869,Both
7875,A64,B143,Both
7876,A265,B23,Both
7877,A540,B273,Both
7878,A655,B533,Both
7879,A561,B22,Both
7880,A273,B14,Both
7881,A439,B949,Both
7882,A403,B925,Both
7883,A836,B641,Both
7884,A770,B870,Both
7885,A209,B168,Both
7886,A681,B480,Both
7887,A605,B643,Both
7888,A92,B993,Both
7889,A68,B47,Both
7890,A557,B834,Both
7891,A635,B559,Both
7892,A38,B573,Both
7893,A267,B835,Both
7894,A850,B798,Both
7895,A407,B540,Both
7896,A392,B350,Both
7897,A916,B455,Both
7898,A473,B503,Both
7899,A514,B823,Both
7900,A941,B428,Both
7901,A108,B828,Both
7902,A111,B7,Both
7903,A540,B975,Both
7904,A642,B645,Both
7905,A919,B42,Both
7906,A417,B204,Both
7907,A313,B935,Both
7908,A582,B372,Both
7909,A933,B386,Both
7910,A683,B764,Both
7911,A980,B274,Both
7912,A33,B988,Both
7913,A923,B640,Both
7914,A352,B388,Both
7915,A938,B101,Both
7916,A803,B851,Both
7917,A395,B911,Both
7918,A433,B194,Both
7919,A762,B724,Both
7920,A537,B938,Both
7921,A835,B613,Both
7922,A614,B327,Both
7923,A106,B863,Both
7924,A280,B114,Both
7925,A388,B467,Both
7926,A942,B759,Both
7927,A483,B818,Both
7928,A805,B128,Both
7929,A448,B700,Both
7930,A455,B420,Both
7931,A588,B863,Both
7932,A953,B543,Both
7933,A458,B507,Both
7934,A917,B323,Both
7935,A383,B856,Both
7936,A104,B332,Both
7937,A302,B877,Both
7938,A497,B489,Both
7939,A838,B936,Both
7940,A469,B670,Both
7941,A334,B771,Both
7942,A173,B847,Both
7943,A65,B593,Both
7944,A897,B913,Both
7945,A114,B565,Both
7946,A539,B804,Both
7947,A284,B353,Both
7948,A972,B821,Both
7949,A126,B613,Both
7950,A365,B78,Both
7951,A198,B853,Both
7952,A280,B647,Both
7953,A767,B637,Both
7954,A962,B972,Both
7955,A398,B294,Both
7956,A576,B436,Both
7957,A506,B683,Both
7958,A221,B93,Both
7959,A132,B807,Both
7960,A547,B49,Both
7961,A723,B788,Both
7962,A792,B863,Both
7963,A157,B937,Both
7964,A545,B656,Both
7965,A588,B84,Both
7966,A501,B710,Both
7967,A112,B700,Both
7968,A548,B133,Both
7969,A593,B926,Both
7970,A647,B418,Both
7971,A569,B763,Both
7972,A990,B895,Both
7973,A718,B696,Both
7974,A4,B175,Both
7975,A491,B514,Both
7976,A804,B571,Both
7977,A272,B221,Both
7978,A859,B662,Both
7979,A639,B553,Both
7980,A904,B694,Both
7981,A587,B899,Both
7982,A30,B387,Both
7983,A93,B631,Both
7984,A454,B336,Both
7985,A401,B337,Both
7986,A128,B541,Both
7987,A312,B988,Both
7988,A307,B110,Both
7989,A777,B456,Both
7990,A359,B829,Both
7991,A73,B334,Both
7992,A482,B710,Both
7993,A737,B289,Both
7994,A780,B407,Both
7995,A362,B260,Both
7996,A662,B11,Both
7997,A489,B663,Both
7998,A632,B845,Both
7999,A122,B337,Both
8000,A916,B543,Both
8001,A806,B993,Both
8002,A788,B325,Both
8003,A797,B566,Both
8004,A328,B193,Both
8005,A278,B218,Both
8006,A268,B636,Both
8007,A330,B430,Both
8008,A417,B953,Both
8009,A67,B496,Both
8010,A192,B720,Both
8011,A640,B499,Both
8012,A130,B39,Both
8013,A910,B636,Both
8014,A76,B935,Both
8015,A389,B96,Both
8016,A216,B94,Both
8017,A325,B453,Both
8018,A214,B162,Both
8019,A926,B498,Both
8020,A958,B293,Both
8021,A922,B74,Both
8022,A390,B808,Both
8023,A323,B810,Both
8024,A876,B439,Both
8025,A987,B798,Both
8026,A616,B302,Both
8027,A875,B234,Both
8028,A868,B385,Both
8029,A78,B737,Both
8030,A484,B451,Both
8031,A67,B260,Both
8032,A939,B48,Both
8033,A515,B835,Both
8034,A780,B379,Both
8035,A883,B891,Both
8036,A909,B906,Both
8037,A829,B341,Both
8038,A761,B625,Both
8039,A738,B144,Both
8040,A648,B426,Both
8041,A864,B453,Both
8042,A497,B972,Both
8043,A93,B694,Both
8044,A421,B90,Both
8045,A346,B489,Both
8046,A72,B563,Both
8047,A718,B431,Both
8048,A459,B93,Both
8049,A793,B752,Both
8050,A615,B928,Both
8051,A827,B640,Both
8052,A917,B297,Both
8053,A853,B337,Both
8054,A302,B678,Both
8055,A979,B672,Both
8056,A401,B181,Both
8057,A718,B182,Both
8058,A522,B17,Both
8059,A241,B615,Both
8060,A314,B923,Both
8061,A115,B785,Both
8062,A262,B789,Both
8063,A852,B697,Both
8064,A636,B682,Both
8065,A449,B980,Both
8066,A239,B214,Both
8067,A703,B177,Both
8068,A165,B659,Both
8069,A996,B82,Both
8070,A70,B825,Both
8071,A225,B644,Both
8072,A201,B908,Both
8073,A691,B752,Both
8074,A485,B83,Both
8075,A135,B672,Both
8076,A932,B778,Both
8077,A976,B121,Both
8078,A373,B465,Both
8079,A358,B682,Both
8080,A716,B714,Both
8081,A429,B337,Both
8082,A174,B73,Both
8083,A139,B218,Both
8084,A318,B837,Both
8085,A389,B369,Both
8086,A59,B598,Both
8087,A800,B612,Both
8088,A785,B579,Both
8089,A255,B538,Both
8090,A930,B57,Both
8091,A741,B103,Both
8092,A285,B570,Both
8093,A239,B805,Both
8094,A255,B760,Both
8095,A543,B177,Both
8096,A243,B253,Both
8097,A454,B967,Both
8098,A957,B453,Both
8099,A855,B657,Both
8100,A885,B32,Both
8101,A597,B216,Both
8102,A817,B945,Both
8103,A731,B273,Both
8104,A693,B34,Both
8105,A172,B726,Both
8106,A734,B170,Both
8107,A305,B185,Both
8108,A919,B551,Both
8109,A737,B563,Both
8110,A345,B712,Both
8111,A396,B760,Both
8112,A276,B593,Both
8113,A47,B617,Both
8114,A46,B589,Both
8115,A599,B517,Both
8116,A523,B499,Both
8117,A124,B895,Both
8118,A656,B551,Both
8119,A364,B314,Both
8120,A542,B638,Both
8121,A673,B166,Both
8122,A515,B714,Both
8123,A953,B338,Both
8124,A89,B933,Both
8125,A788,B100,Both
8126,A82,B725,Both
8127,A600,B763,Both
8128,A295,B593,Both
8129,A995,B446,Both
8130,A687,B556,Both
8131,A686,B264,Both
8132,A758,B388,Both
8133,A250,B404,Both
8134,A864,B211,Both
8135,A730,B423,Both
8136,A629,B578,Both
8137,A582,B625,Both
8138,A446,B970,Both
8139,A749,B681,Both
8140,A674,B480,Both
8141,A381,B650,Both
8142,A643,B559,Both
8143,A383,B429,Both
8144,A445,B198,Both
8145,A143,B849,Both
8146,A940,B809,Both
8147,A219,B383,Both
8148,A955,B404,Both
8149,A826,B308,Both
8150,A309,B957,Both
8151,A533,B529,Both
8152,A689,B716,Both
8153,A410,B169,Both
8154,A40,B221,Both
8155,A964,B528,Both
8156,A618,B11,Both
8157,A693,B353,Both
8158,A48,B370,Both
8159,A139,B939,Both
8160,A957,B382,Both
8161,A358,B882,Both
8162,A48,B579,Both
8163,A570,B254,Both
8164,A894,B44,Both
8165,A405,B318,Both
8166,A194,B227,Both
8167,A654,B146,Both
8168,A289,B624,Both
8169,A160,B117,Both
8170,A345,B977,Both
8171,A620,B368,Both
8172,A590,B299,Both
8173,A114,B671,Both
8174,A478,B300,Both
8175,A244,B182,Both
8176,A654,B974,Both
8177,A433,B399,Both
8178,A848,B450,Both
8179,A214,B118,Both
8180,A519,B172,Both
8181,A305,B162,Both
8182,A997,B790,Both
8183,A472,B289,Both
8184,A108,B636,Both
8185,A7,B807,Both
8186,A138,B87,Both
8187,A960,B442,Both
8188,A172,B496,Both
8189,A293,B681,Both
8190,A782,B125,Both
8191,A195,B782,Both
8192,A139,B628,Both
8193,A824,B549,Both
8194,A556,B368,Both
8195,A401,B374,Both
8196,A719,B5,Both
8197,A24,B231,Both
8198,A44,B321,Both
8199,A103,B989,Both
8200,A383,B971,Both
8201,A654,B429,Both
8202,A558,B205,Both
8203,A193,B108,Both
8204,A892,B218,Both
8205,A201,B429,Both
8206,A629,B556,Both
8207,A833,B928,Both
8208,A767,B392,Both
8209,A342,B415,Both
8210,A644,B981,Both
8211,A563,B298,Both
8212,A127,B948,Both
8213,A60,B527,Both
8214,A318,B454,Both
8215,A81,B397,Both
8216,A220,B915,Both
8217,A350,B527,Both
8218,A200,B171,Both
8219,A366,B392,Both
8220,A87,B820,Both
8221,A43,B625,Both
8222,A173,B837,Both
8223,A210,B910,Both
8224,A584,B478,Both
8225,A124,B303,Both
8226,A55,B391,Both
8227,A592,B807,Both
8228,A153,B640,Both
8229,A528,B257,Both
8230,A216,B184,Both
8231,A359,B497,Both
8232,A562,B88,Both
8233,A277,B705,Both
8234,A575,B929,Both
8235,A430,B654,Both
8236,A132,B853,Both
8237,A346,B754,Both
8238,A909,B744,Both
8239,A548,B79,Both
8240,A746,B595,Both
8241,A957,B583,Both
8242,A237,B846,Both
8243,A478,B214,Both
8244,A831,B428,Both
8245,A120,B507,Both
8246,A340,B412,Both
8247,A38,B14,Both
8248,A19,B68,Both
8249,A697,B174,Both
8250,A573,B805,Both
8251,A192,B24,Both
8252,A924,B830,Both
8253,A39,B986,Both
8254,A808,B793,Both
8255,A654,B157,Both
8256,A605,B871,Both
8257,A992,B748,Both
8258,A433,B725,Both
8259,A926,B991,Both
8260,A351,B60,Both
8261,A897,B568,Both
8262,A68,B871,Both
8263,A718,B582,Both
8264,A331,B434,Both
8265,A701,B147,Both
8266,A363,B533,Both
8267,A86,B469,Both
8268,A333,B494,Both
8269,A611,B727,Both
8270,A200,B345,Both
8271,A38,B85,Both
8272,A193,B669,Both
8273,A601,B298,Both
8274,A599,B18,Both
8275,A193,B732,Both
8276,A818,B196,Both
8277,A150,B634,Both
8278,A16,B299,Both
8279,A996,B944,Both
8280,A841,B844,Both
8281,A626,B940,Both
8282,A166,B949,Both
8283,A215,B706,Both
8284,A773,B889,Both
8285,A222,B124,Both
8286,A717,B170,Both
8287,A275,B44,Both
8288,A525,B358,Both
8289,A97,B32,Both
8290,A534,B49,Both
8291,A133,B999,Both
8292,A33,B139,Both
8293,A310,B219,Both
8294,A466,B849,Both
8295,A106,B427,Both
8296,A129,B502,Both
8297,A399,B970,Both
8298,A403,B927,Both
8299,A421,B604,Both
8300,A884,B365,Both
8301,A750,B913,Both
8302,A278,B706,Both
8303,A554,B566,Both
8304,A887,B423,Both
8305,A965,B585,Both
8306,A298,B389,Both
8307,A577,B974,Both
8308,A395,B596,Both
8309,A508,B12,Both
8310,A735,B293,Both
8311,A182,B106,Both
8312,A625,B265,Both
8313,A892,B167,Both
8314,A36,B719,Both
8315,A684,B528,Both
8316,A130,B32,Both
8317,A209,B313,Both
8318,A16,B673,Both
8319,A899,B531,Both
8320,A939,B597,Both
8321,A634,B507,Both
8322,A742,B399,Both
8323,A836,B573,Both
8324,A302,B814,Both
8325,A291,B575,Both
8326,A980,B893,Both
8327,A802,B344,Both
8328,A140,B567,Both
8329,A813,B206,Both
8330,A990,B822,Both
8331,A657,B538,Both
8332,A445,B364,Both
8333,A407,B287,Both
8334,A455,B467,Both
8335,A327,B479,Both
8336,A620,B475,Both
8337,A218,B196,Both
8338,A251,B324,Both
8339,A56,B712,Both
8340,A794,B728,Both
8341,A275,B719,Both
8342,A592,B461,Both
8343,A917,B917,Both
8344,A101,B414,Both
8345,A350,B234,Both
8346,A795,B137,Both
8347,A847,B999,Both
8348,A389,B950,Both
8349,A161,B404,Both
8350,A799,B909,Both
8351,A433,B520,Both
8352,A751,B198,Both
8353,A937,B691,Both
8354,A38,B104,Both
8355,A355,B754,Both
8356,A804,B220,Both
8357,A361,B296,Both
8358,A118,B372,Both
8359,A852,B103,Both
8360,A920,B241,Both
8361,A471,B45,Both
8362,A799,B847,Both
8363,A137,B58,Both
8364,A304,B87,Both
8365,A107,B710,Both
8366,A753,B251,Both
8367,A799,B564,Both
8368,A916,B244,Both
8369,A641,B779,Both
8370,A405,B418,Both
8371,A818,B189,Both
8372,A553,B851,Both
8373,A522,B470,Both
8374,A807,B349,Both
8375,A498,B843,Both
8376,A340,B853,Both
8377,A297,B951,Both
8378,A314,B843,Both
8379,A397,B350,Both
8380,A65,B650,Both
8381,A520,B573,Both
8382,A580,B958,Both
8383,A547,B261,Both
8384,A332,B651,Both
8385,A669,B501,Both
8386,A364,B970,Both
8387,A738,B564,Both
8388,A65,B97,Both
8389,A642,B740,Both
8390,A993,B827,Both
8391,A435,B280,Both
8392,A863,B105,Both
8393,A681,B361,Both
8394,A356,B564,Both
8395,A545,B752,Both
8396,A386,B669,Both
8397,A506,B194,Both
8398,A523,B554,Both
8399,A460,B431,Both
8400,A864,B751,Both
8401,A60,B19,Both
8402,A450,B656,Both
8403,A792,B285,Both
8404,A582,B272,Both
8405,A349,B529,Both
8406,A935,B835,Both
8407,A18,B784,Both
8408,A865,B969,Both
8409,A443,B544,Both
8410,A581,B666,Both
8411,A131,B975,Both
8412,A113,B801,Both
8413,A409,B446,Both
8414,A534,B948,Both
8415,A85,B805,Both
8416,A234,B284,Both
8417,A772,B787,Both
8418,A823,B468,Both
8419,A182,B375,Both
8420,A935,B507,Both
8421,A169,B112,Both
8422,A276,B508,Both
8423,A97,B939,Both
8424,A443,B993,Both
8425,A917,B409,Both
8426,A155,B621,Both
8427,A167,B495,Both
8428,A763,B345,Both
8429,A546,B777,Both
8430,A705,B758,Both
8431,A124,B249,Both
8432,A844,B862,Both
8433,A927,B126,Both
8434,A497,B46,Both
8435,A673,B306,Both
8436,A525,B439,Both
8437,A332,B950,Both
8438,A433,B84,Both
8439,A633,B862,Both
8440,A122,B211,Both
8441,A804,B339,Both
8442,A556,B803,Both
8443,A75,B193,Both
8444,A883,B380,Both
8445,A428,B202,Both
8446,A757,B374,Both
8447,A46,B827,Both
8448,A501,B235,Both
8449,A456,B127,Both
8450,A935,B683,Both
8451,A557,B876,Both
8452,A879,B756,Both
8453,A110,B596,Both
8454,A568,B825,Both
8455,A386,B946,Both
8456,A131,B775,Both
8457,A216,B633,Both
8458,A830,B272,Both
8459,A351,B575,Both
8460,A14,B923,Both
8461,A879,B175,Both
8462,A169,B118,Both
8463,A597,B177,Both
8464,A722,B306,Both
8465,A980,B35,Both
8466,A137,B191,Both
8467,A494,B893,Both
8468,A851,B932,Both
8469,A457,B313,Both
8470,A795,B862,Both
8471,A792,B260,Both
8472,A639,B202,Both
8473,A620,B307,Both
8474,A188,B389,Both
8475,A402,B825,Both
8476,A795,B90,Both
8477,A843,B354,Both
8478,A971,B111,Both
8479,A322,B598,Both
8480,A312,B582,Both
8481,A479,B474,Both
8482,A120,B263,Both
8483,A783,B635,Both
8484,A803,B395,Both
8485,A817,B588,Both
8486,A10,B81,Both
8487,A804,B581,Both
8488,A909,B47,Both
8489,A933,B777,Both
8490,A563,B964,Both
8491,A315,B325,Both
8492,A804,B907,Both
8493,A262,B824,Both
8494,A634,B713,Both
8495,A973,B315,Both
8496,A428,B451,Both
8497,A550,B689,Both
8498,A934,B639,Both
8499,A512,B314,Both
8500,A159,B782,Both
8501,A194,B477,Both
8502,A884,B545,Both
8503,A909,B590,Both
8504,A715,B90,Both
8505,A931,B267,Both
8506,A193,B215,Both
8507,A699,B588,Both
8508,A757,B632,Both
8509,A722,B232,Both
8510,A781,B302,Both
8511,A236,B672,Both
8512,A911,B973,Both
8513,A115,B819,Both
8514,A944,B873,Both
8515,A866,B858,Both
8516,A489,B405,Both
8517,A404,B776,Both
8518,A229,B548,Both
8519,A484,B226,Both
8520,A265,B645,Both
8521,A339,B475,Both
8522,A137,B235,Both
8523,A833,B795,Both
8524,A909,B752,Both
8525,A732,B768,Both
8526,A548,B331,Both
8527,A763,B823,Both
8528,A253,B439,Both
8529,A790,B53,Both
8530,A838,B676,Both
8531,A36,B894,Both
8532,A276,B685,Both
8533,A884,B899,Both
8534,A818,B91,Both
8535,A126,B609,Both
8536,A522,B855,Both
8537,A964,B499,Both
8538,A36,B990,Both
8539,A286,B352,Both
8540,A416,B153,Both
8541,A855,B800,Both
8542,A724,B547,Both
8543,A85,B16,Both
8544,A508,B773,Both
8545,A388,B696,Both
8546,A851,B381,Both
8547,A424,B31,Both
8548,A838,B196,Both
8549,A552,B921,Both
8550,A273,B538,Both
8551,A773,B531,Both
8552,A28,B750,Both
8553,A798,B449,Both
8554,A274,B564,Both
8555,A923,B517,Both
8556,A594,B869,Both
8557,A773,B638,Both
8558,A20,B512,Both
8559,A213,B29,Both
8560,A426,B459,Both
8561,A219,B444,Both
8562,A113,B746,Both
8563,A987,B751,Both
8564,A811,B143,Both
8565,A614,B506,Both
8566,A434,B361,Both
8567,A391,B117,Both
8568,A633,B987,Both
8569,A585,B2,Both
8570,A674,B601,Both
8571,A405,B879,Both
8572,A454,B186,Both
8573,A787,B152,Both
8574,A880,B828,Both
8575,A656,B925,Both
8576,A65,B782,Both
8577,A872,B38,Both
8578,A176,B399,Both
8579,A330,B165,Both
8580,A141,B820,Both
8581,A909,B238,Both
8582,A318,B259,Both
8583,A975,B882,Both
8584,A811,B549,Both
8585,A704,B998,Both
8586,A653,B727,Both
8587,A328,B317,Both
8588,A665,B582,Both
8589,A345,B892,Both
8590,A394,B995,Both
8591,A178,B596,Both
8592,A166,B153,Both
8593,A423,B823,Both
8594,A762,B937,Both
8595,A167,B979,Both
8596,A617,B227,Both
8597,A566,B433,Both
8598,A611,B614,Both
8599,A684,B832,Both
8600,A255,B625,Both
8601,A807,B769,Both
8602,A901,B786,Both
8603,A95,B486,Both
8604,A176,B24,Both
8605,A821,B119,Both
8606,A316,B935,Both
8607,A345,B61,Both
8608,A835,B868,Both
8609,A420,B906,Both
8610,A66,B710,Both
8611,A423,B843,Both
8612,A922,B643,Both
8613,A432,B626,Both
8614,A523,B188,Both
8615,A180,B160,Both
8616,A197,B324,Both
8617,A917,B335,Both
8618,A401,B78,Both
8619,A269,B948,Both
8620,A620,B410,Both
8621,A510,B991,Both
8622,A737,B743,Both
8623,A160,B264,Both
8624,A43,B157,Both
8625,A232,B983,Both
8626,A561,B973,Both
8627,A799,B999,Both
8628,A426,B725,Both
8629,A7,B320,Both
8630,A788,B986,Both
8631,A761,B951,Both
8632,A403,B793,Both
8633,A370,B441,Both
8634,A905,B486,Both
8635,A411,B578,Both
8636,A971,B337,Both
8637,A944,B289,Both
8638,A157,B183,Both
8639,A564,B509,Both
8640,A833,B975,Both
8641,A792,B337,Both
8642,A344,B616,Both
8643,A900,B85,Both
8644,A208,B825,Both
8645,A755,B844,Both
8646,A336,B873,Both
8647,A446,B223,Both
8648,A635,B470,Both
8649,A693,B438,Both
8650,A910,B337,Both
8651,A567,B713,Both
8652,A554,B816,Both
8653,A698,B12,Both
8654,A21,B461,Both
8655,A612,B181,Both
8656,A765,B772,Both
8657,A27,B26,Both
8658,A619,B941,Both
8659,A713,B3,Both
8660,A565,B3,Both
8661,A236,B573,Both
8662,A576,B938,Both
8663,A152,B572,Both
8664,A598,B379,Both
8665,A584,B330,Both
8666,A14,B89,Both
8667,A814,B961,Both
8668,A196,B745,Both
8669,A211,B585,Both
8670,A961,B407,Both
8671,A35,B696,Both
8672,A911,B560,Both
8673,A497,B925,Both
8674,A904,B636,Both
8675,A982,B239,Both
8676,A722,B798,Both
8677,A550,B330,Both
8678,A69,B143,Both
8679,A49,B589,Both
8680,A156,B616,Both
8681,A128,B202,Both
8682,A483,B192,Both
8683,A550,B644,Both
8684,A428,B419,Both
8685,A190,B120,Both
8686,A145,B649,Both
8687,A186,B486,Both
8688,A920,B880,Both
8689,A945,B373,Both
8690,A238,B900,Both
8691,A192,B859,Both
8692,A756,B975,Both
8693,A686,B41,Both
8694,A134,B633,Both
8695,A231,B29,Both
8696,A496,B411,Both
8697,A109,B719,Both
8698,A190,B704,Both
8699,A559,B169,Both
8700,A439,B441,Both
8701,A690,B349,Both
8702,A95,B322,Both
8703,A260,B690,Both
8704,A711,B318,Both
8705,A526,B579,Both
8706,A434,B901,Both
8707,A923,B319,Both
8708,A133,B323,Both
8709,A128,B497,Both
8710,A983,B594,Both
8711,A72,B325,Both
8712,A148,B10,Both
8713,A207,B566,Both
8714,A144,B500,Both
8715,A192,B72,Both
8716,A118,B521,Both
8717,A937,B518,Both
8718,A404,B649,Both
8719,A947,B98,Both
8720,A336,B710,Both
8721,A855,B232,Both
8722,A39,B876,Both
8723,A557,B662,Both
8724,A941,B194,Both
8725,A191,B467,Both
8726,A460,B208,Both
8727,A691,B163,Both
8728,A83,B176,Both
8729,A359,B424,Both
8730,A343,B638,Both
8731,A236,B708,Both
8732,A751,B302,Both
8733,A149,B84,Both
8734,A141,B98,Both
8735,A560,B116,Both
8736,A557,B80,Both
8737,A90,B69,Both
8738,A865,B821,Both
8739,A424,B603,Both
8740,A986,B872,Both
8741,A713,B885,Both
8742,A361,B675,Both
8743,A108,B942,Both
8744,A183,B806,Both
8745,A455,B288,Both
8746,A326,B599,Both
8747,A951,B89,Both
8748,A903,B431,Both
8749,A321,B559,Both
8750,A645,B841,Both
8751,A626,B240,Both
8752,A890,B19,Both
8753,A15,B978,Both
8754,A748,B511,Both
8755,A699,B178,Both
8756,A911,B990,Both
8757,A477,B905,Both
8758,A859,B557,Both
8759,A929,B62,Both
8760,A511,B619,Both
8761,A167,B30,Both
8762,A939,B38,Both
8763,A236,B256,Both
8764,A600,B879,Both
8765,A813,B342,Both
8766,A532,B161,Both
8767,A352,B723,Both
8768,A550,B255,Both
8769,A132,B182,Both
8770,A787,B917,Both
8771,A358,B422,Both
8772,A102,B546,Both
8773,A801,B991,Both
8774,A416,B621,Both
8775,A349,B372,Both
8776,A680,B30,Both
8777,A10,B523,Both
8778,A868,B246,Both
8779,A986,B248,Both
8780,A389,B951,Both
8781,A200,B592,Both
8782,A700,B51,Both
8783,A242,B188,Both
8784,A97,B711,Both
8785,A442,B125,Both
8786,A959,B664,Both
8787,A132,B451,Both
8788,A822,B72,Both
8789,A196,B408,Both
8790,A85,B36,Both
8791,A606,B114,Both
8792,A457,B63,Both
8793,A491,B709,Both
8794,A142,B710,Both
8795,A941,B679,Both
8796,A607,B776,Both
8797,A576,B88,Both
8798,A9,B648,Both
8799,A866,B448,Both
8800,A177,B556,Both
8801,A563,B519,Both
8802,A560,B667,Both
8803,A768,B325,Both
8804,A904,B508,Both
8805,A552,B846,Both
8806,A148,B854,Both
8807,A89,B221,Both
8808,A73,B446,Both
8809,A713,B559,Both
8810,A636,B354,Both
8811,A838,B762,Both
8812,A533,B644,Both
8813,A383,B562,Both
8814,A269,B310,Both
8815,A594,B768,Both
8816,A399,B913,Both
8817,A344,B617,Both
8818,A214,B403,Both
8819,A641,B770,Both
8820,A940,B403,Both
8821,A451,B610,Both
8822,A647,B913,Both
8823,A885,B272,Both
8824,A347,B417,Both
8825,A85,B223,Both
8826,A831,B256,Both
8827,A551,B308,Both
8828,A15,B89,Both
8829,A401,B222,Both
8830,A991,B362,Both
8831,A911,B30,Both
8832,A207,B494,Both
8833,A947,B627,Both
8834,A828,B446,Both
8835,A419,B148,Both
8836,A391,B591,Both
8837,A219,B603,Both
8838,A246,B725,Both
8839,A337,B888,Both
8840,A535,B780,Both
8841,A453,B438,Both
8842,A246,B827,Both
8843,A925,B482,Both
8844,A646,B66,Both
8845,A679,B239,Both
8846,A452,B58,Both
8847,A333,B948,Both
8848,A590,B501,Both
8849,A709,B96,Both
8850,A196,B828,Both
8851,A901,B265,Both
8852,A261,B165,Both
8853,A532,B450,Both
8854,A394,B364,Both
8855,A471,B370,Both
8856,A614,B606,Both
8857,A396,B17,Both
8858,A753,B21,Both
8859,A566,B315,Both
8860,A954,B325,Both
8861,A778,B544,Both
8862,A471,B380,Both
8863,A78,B558,Both
8864,A319,B296,Both
8865,A485,B732,Both
8866,A966,B437,Both
8867,A399,B610,Both
8868,A905,B75,Both
8869,A285,B839,Both
8870,A320,B241,Both
8871,A896,B139,Both
8872,A809,B447,Both
8873,A739,B99,Both
8874,A306,B882,Both
8875,A739,B120,Both
8876,A794,B354,Both
